BranchName,Week,DayWeek,Day,Month,Hour,Transaction_Type,Units,Amount
MyStore,1,5,4,1,12,Cash,11,-$32.95
MyStore,1,5,4,1,12,Card,1,-$23.00
MyStore,1,5,4,1,12,Card,19,$211.00
MyStore,1,5,4,1,13,Card,2,$17.00
MyStore,1,5,4,1,14,Cash,1,-$17.00
MyStore,1,5,4,1,14,Card,3,-$14.00
MyStore,1,5,4,1,14,Card,13,$112.99
MyStore,1,5,4,1,15,Card,17,$183.24
MyStore,1,5,4,1,16,Cash,12,-$70.80
MyStore,1,5,4,1,16,Card,3,-$3.50
MyStore,1,5,4,1,16,Card,9,$188.50
MyStore,1,5,4,1,17,Card,22,$58.85
MyStore,1,6,5,1,8,Card,7,$51.00
MyStore,1,6,5,1,9,Card,4,-$18.00
MyStore,1,6,5,1,9,Card,11,$277.00
MyStore,1,6,5,1,10,Card,6,-$17.40
MyStore,1,6,5,1,10,Card,3,$64.00
MyStore,1,6,5,1,11,Card,39,-$36.27
MyStore,1,6,5,1,11,Card,12,$122.00
MyStore,1,6,5,1,12,Cash,11,-$83.10
MyStore,1,6,5,1,12,Card,23,$215.50
MyStore,1,6,5,1,13,Cash,2,-$11.00
MyStore,1,6,5,1,13,Card,5,-$50.00
MyStore,1,6,5,1,13,Card,18,$144.25
MyStore,1,6,5,1,14,Card,1,-$10.00
MyStore,1,6,5,1,14,Card,27,$425.00
MyStore,1,6,5,1,15,Card,61,-$59.81
MyStore,1,6,5,1,15,Card,25,$420.00
MyStore,1,6,5,1,16,Cash,1,-$5.00
MyStore,1,6,5,1,16,Card,9,$133.50
MyStore,1,6,5,1,17,Cash,1,-$14.00
MyStore,1,6,5,1,17,Card,11,$36.00
MyStore,1,6,5,1,18,Card,5,$37.82
MyStore,1,7,6,1,8,Card,4,$190.00
MyStore,1,7,6,1,9,Cash,8,-$262.00
MyStore,1,7,6,1,9,Card,2,-$105.00
MyStore,1,7,6,1,9,Card,5,$103.50
MyStore,1,7,6,1,10,Cash,184,-$170.87
MyStore,1,7,6,1,10,Card,11,$176.00
MyStore,1,7,6,1,11,Cash,23,-$116.31
MyStore,1,7,6,1,11,Card,29,-$38.15
MyStore,1,7,6,1,11,Card,26,$165.50
MyStore,1,7,6,1,12,Cash,11,-$47.30
MyStore,1,7,6,1,12,Card,1,-$50.00
MyStore,1,7,6,1,12,Card,17,$318.50
MyStore,1,7,6,1,13,Cash,2,-$134.00
MyStore,1,7,6,1,13,Card,5,-$40.50
MyStore,1,7,6,1,13,Card,21,$156.00
MyStore,1,7,6,1,14,Card,21,-$169.62
MyStore,1,7,6,1,14,Card,13,$81.00
MyStore,1,7,6,1,15,Cash,2,-$176.00
MyStore,1,7,6,1,15,Card,79,-$256.90
MyStore,1,7,6,1,15,Card,29,$670.25
MyStore,1,7,6,1,16,Card,7,$308.25
MyStore,1,7,6,1,17,Cash,99,-$306.70
MyStore,1,7,6,1,17,Card,3,-$24.00
MyStore,1,7,6,1,17,Card,10,$39.00
MyStore,2,1,7,1,9,Card,36,-$83.60
MyStore,2,1,7,1,10,Cash,1,-$113.00
MyStore,2,1,7,1,10,Card,1,-$9.00
MyStore,2,1,7,1,10,Card,10,$14.00
MyStore,2,1,7,1,11,Cash,7,-$133.00
MyStore,2,1,7,1,11,Card,1,-$52.00
MyStore,2,1,7,1,11,Card,15,$316.50
MyStore,2,1,7,1,12,Card,1,$2.50
MyStore,2,1,7,1,13,Card,1,-$6.00
MyStore,2,1,7,1,13,Card,7,$234.50
MyStore,2,1,7,1,14,Card,4,$62.99
MyStore,2,1,7,1,15,Card,10,-$69.00
MyStore,2,1,7,1,15,Card,11,$145.00
MyStore,2,1,7,1,16,Cash,2,-$79.00
MyStore,2,1,7,1,16,Card,5,$216.00
MyStore,2,2,8,1,8,Card,1,$3.50
MyStore,2,2,8,1,9,Card,11,-$18.61
MyStore,2,2,8,1,9,Card,24,$183.00
MyStore,2,2,8,1,10,Card,4,$7.00
MyStore,2,2,8,1,11,Cash,5,-$154.00
MyStore,2,2,8,1,11,Card,9,$68.00
MyStore,2,2,8,1,12,Cash,14,-$151.60
MyStore,2,2,8,1,12,Card,2,$8.00
MyStore,2,2,8,1,13,Cash,6,-$32.00
MyStore,2,2,8,1,13,Card,6,$43.00
MyStore,2,2,8,1,14,Card,8,$38.25
MyStore,2,2,8,1,15,Cash,79,-$89.44
MyStore,2,2,8,1,15,Card,5,$74.50
MyStore,2,2,8,1,16,Card,1,-$25.00
MyStore,2,2,8,1,16,Card,10,$89.00
MyStore,2,2,8,1,17,Cash,3,-$220.00
MyStore,2,2,8,1,17,Card,1,$1.00
MyStore,2,3,9,1,8,Card,8,$7.50
MyStore,2,3,9,1,9,Card,6,-$8.20
MyStore,2,3,9,1,9,Card,6,$41.99
MyStore,2,3,9,1,10,Card,8,$54.99
MyStore,2,3,9,1,11,Cash,1,-$4.00
MyStore,2,3,9,1,11,Card,20,$298.50
MyStore,2,3,9,1,12,Cash,9,-$13.74
MyStore,2,3,9,1,12,Card,20,-$11.87
MyStore,2,3,9,1,12,Card,12,$95.50
MyStore,2,3,9,1,13,Cash,2,-$20.00
MyStore,2,3,9,1,13,Card,1,-$35.00
MyStore,2,3,9,1,13,Card,17,$107.50
MyStore,2,3,9,1,14,Cash,2,-$100.00
MyStore,2,3,9,1,14,Card,19,$308.50
MyStore,2,3,9,1,15,Cash,1,-$14.00
MyStore,2,3,9,1,15,Card,15,$105.50
MyStore,2,3,9,1,16,Cash,4,-$16.00
MyStore,2,3,9,1,16,Card,11,$52.00
MyStore,2,3,9,1,17,Card,28,-$5.12
MyStore,2,3,9,1,17,Card,9,$264.75
MyStore,2,4,10,1,8,Card,1,$2.00
MyStore,2,4,10,1,9,Cash,1,-$4.00
MyStore,2,4,10,1,9,Card,5,$16.00
MyStore,2,4,10,1,10,Cash,1,-$105.00
MyStore,2,4,10,1,10,Card,2,-$53.00
MyStore,2,4,10,1,10,Card,7,$8.50
MyStore,2,4,10,1,11,Cash,3,-$33.00
MyStore,2,4,10,1,11,Card,18,$92.00
MyStore,2,4,10,1,12,Cash,32,-$133.97
MyStore,2,4,10,1,12,Card,28,$178.00
MyStore,2,4,10,1,13,Cash,6,-$37.50
MyStore,2,4,10,1,13,Card,15,$75.50
MyStore,2,4,10,1,14,Cash,8,-$14.92
MyStore,2,4,10,1,14,Card,1,-$26.00
MyStore,2,4,10,1,14,Card,12,$68.00
MyStore,2,4,10,1,15,Cash,19,-$182.20
MyStore,2,4,10,1,15,Card,9,$19.00
MyStore,2,4,10,1,16,Cash,2,-$26.50
MyStore,2,4,10,1,16,Card,12,$366.50
MyStore,2,4,10,1,17,Cash,4,-$68.00
MyStore,2,4,10,1,17,Card,9,$176.00
MyStore,2,4,10,1,18,Card,1,$0.50
MyStore,2,5,11,1,8,Card,1,$55.00
MyStore,2,5,11,1,9,Cash,2,-$20.00
MyStore,2,5,11,1,9,Card,4,-$5.20
MyStore,2,5,11,1,9,Card,4,$9.50
MyStore,2,5,11,1,10,Cash,1,-$11.00
MyStore,2,5,11,1,10,Card,6,$46.50
MyStore,2,5,11,1,11,Cash,47,-$42.54
MyStore,2,5,11,1,11,Card,13,$14.50
MyStore,2,5,11,1,12,Cash,6,-$137.00
MyStore,2,5,11,1,12,Card,17,$107.49
MyStore,2,5,11,1,13,Cash,1,-$85.00
MyStore,2,5,11,1,13,Card,30,$579.20
MyStore,2,5,11,1,14,Cash,1,-$21.00
MyStore,2,5,11,1,14,Card,5,-$33.90
MyStore,2,5,11,1,14,Card,7,$62.25
MyStore,2,5,11,1,15,Cash,6,-$241.00
MyStore,2,5,11,1,15,Card,7,$37.50
MyStore,2,5,11,1,16,Cash,4,-$166.00
MyStore,2,5,11,1,16,Card,1,-$10.00
MyStore,2,5,11,1,16,Card,17,$110.49
MyStore,2,5,11,1,17,Cash,5,-$258.00
MyStore,2,5,11,1,17,Card,2,$1.00
MyStore,2,6,12,1,8,Card,2,$6.00
MyStore,2,6,12,1,9,Cash,12,-$101.20
MyStore,2,6,12,1,9,Card,6,$63.59
MyStore,2,6,12,1,10,Cash,1,-$10.00
MyStore,2,6,12,1,10,Card,2,-$6.00
MyStore,2,6,12,1,10,Card,13,$141.50
MyStore,2,6,12,1,11,Cash,44,-$251.72
MyStore,2,6,12,1,11,Card,13,$184.85
MyStore,2,6,12,1,12,Cash,4,-$25.00
MyStore,2,6,12,1,12,Card,4,-$14.60
MyStore,2,6,12,1,12,Card,19,$155.00
MyStore,2,6,12,1,13,Cash,1,-$4.00
MyStore,2,6,12,1,13,Card,4,$54.50
MyStore,2,6,12,1,14,Cash,19,-$395.05
MyStore,2,6,12,1,14,Card,5,$68.00
MyStore,2,6,12,1,15,Cash,23,-$493.63
MyStore,2,6,12,1,15,Card,1,-$10.00
MyStore,2,6,12,1,15,Card,15,$41.00
MyStore,2,6,12,1,16,Cash,5,-$40.02
MyStore,2,6,12,1,16,Card,1,-$120.00
MyStore,2,6,12,1,16,Card,40,$496.90
MyStore,2,6,12,1,17,Cash,6,-$217.00
MyStore,2,6,12,1,17,Card,15,$24.75
MyStore,2,6,12,1,18,Card,2,$2.50
MyStore,2,7,13,1,9,Cash,5,-$23.60
MyStore,2,7,13,1,9,Card,10,$43.50
MyStore,2,7,13,1,10,Cash,7,-$17.41
MyStore,2,7,13,1,10,Card,1,-$120.00
MyStore,2,7,13,1,10,Card,9,$186.25
MyStore,2,7,13,1,11,Cash,5,-$335.70
MyStore,2,7,13,1,11,Card,8,$144.75
MyStore,2,7,13,1,12,Cash,31,-$166.38
MyStore,2,7,13,1,12,Card,46,-$48.43
MyStore,2,7,13,1,12,Card,22,$116.49
MyStore,2,7,13,1,13,Cash,77,-$171.33
MyStore,2,7,13,1,13,Card,3,-$6.80
MyStore,2,7,13,1,13,Card,15,$162.00
MyStore,2,7,13,1,14,Cash,5,-$212.00
MyStore,2,7,13,1,14,Card,1,-$4.00
MyStore,2,7,13,1,14,Card,14,$325.00
MyStore,2,7,13,1,15,Cash,24,-$318.02
MyStore,2,7,13,1,15,Card,11,-$291.43
MyStore,2,7,13,1,15,Card,38,$507.99
MyStore,2,7,13,1,16,Cash,20,-$458.06
MyStore,2,7,13,1,16,Card,1,-$0.30
MyStore,2,7,13,1,16,Card,28,$121.75
MyStore,2,7,13,1,17,Cash,9,-$34.70
MyStore,2,7,13,1,17,Card,4,$366.00
MyStore,2,7,13,1,18,Card,9,$26.00
MyStore,26,7,1,7,8,Card,2,-$26.00
MyStore,26,7,1,7,8,Card,8,$117.75
MyStore,26,7,1,7,9,Card,4,-$39.80
MyStore,26,7,1,7,9,Card,7,$109.50
MyStore,26,7,1,7,10,Cash,5,-$37.30
MyStore,26,7,1,7,10,Card,9,$20.00
MyStore,26,7,1,7,11,Card,13,$76.75
MyStore,26,7,1,7,12,Card,6,-$76.10
MyStore,26,7,1,7,12,Card,38,$306.25
MyStore,26,7,1,7,13,Cash,2,-$113.00
MyStore,26,7,1,7,13,Card,21,-$126.20
MyStore,26,7,1,7,13,Card,50,$528.75
MyStore,26,7,1,7,14,Cash,1,-$49.00
MyStore,26,7,1,7,14,Card,3,-$8.10
MyStore,26,7,1,7,14,Card,17,$95.95
MyStore,26,7,1,7,15,Cash,62,-$73.99
MyStore,26,7,1,7,15,Card,23,$91.50
MyStore,26,7,1,7,16,Card,1,-$14.00
MyStore,26,7,1,7,16,Card,10,$44.00
MyStore,26,7,1,7,17,Cash,1,-$15.00
MyStore,26,7,1,7,17,Card,10,$39.50
MyStore,27,1,2,7,10,Card,8,$264.50
MyStore,27,1,2,7,11,Card,10,$96.50
MyStore,27,1,2,7,12,Card,9,-$185.00
MyStore,27,1,2,7,12,Card,7,$20.50
MyStore,27,1,2,7,13,Card,11,$168.75
MyStore,27,1,2,7,14,Card,7,$50.50
MyStore,27,1,2,7,15,Cash,4,-$33.00
MyStore,27,1,2,7,15,Card,74,-$198.60
MyStore,27,1,2,7,15,Card,4,$38.00
MyStore,27,1,2,7,16,Cash,6,-$116.00
MyStore,27,1,2,7,16,Card,1,-$13.00
MyStore,27,1,2,7,16,Card,17,$91.40
MyStore,27,2,3,7,9,Cash,7,-$4.30
MyStore,27,2,3,7,9,Card,5,$81.50
MyStore,27,2,3,7,10,Card,1,$3.50
MyStore,27,2,3,7,11,Cash,3,-$31.00
MyStore,27,2,3,7,11,Card,4,$24.50
MyStore,27,2,3,7,12,Cash,23,-$65.11
MyStore,27,2,3,7,12,Card,7,-$143.00
MyStore,27,2,3,7,12,Card,10,$30.74
MyStore,27,2,3,7,13,Cash,49,-$62.49
MyStore,27,2,3,7,13,Card,8,$98.00
MyStore,27,2,3,7,14,Cash,4,-$269.00
MyStore,27,2,3,7,14,Card,1,-$73.00
MyStore,27,2,3,7,14,Card,13,$271.25
MyStore,27,2,3,7,15,Cash,9,-$5.11
MyStore,27,2,3,7,15,Card,17,$392.49
MyStore,27,2,3,7,16,Cash,2,-$75.00
MyStore,27,2,3,7,16,Card,14,$270.00
MyStore,27,2,3,7,17,Card,11,$10.25
MyStore,27,3,4,7,9,Card,3,-$46.00
MyStore,27,3,4,7,9,Card,4,$63.00
MyStore,27,3,4,7,10,Card,2,-$9.00
MyStore,27,3,4,7,10,Card,6,$26.40
MyStore,27,3,4,7,11,Cash,1,-$8.00
MyStore,27,3,4,7,11,Card,2,-$3.40
MyStore,27,3,4,7,11,Card,21,$118.75
MyStore,27,3,4,7,12,Cash,5,-$54.00
MyStore,27,3,4,7,12,Card,2,-$15.00
MyStore,27,3,4,7,12,Card,15,$237.75
MyStore,27,3,4,7,13,Cash,19,-$91.63
MyStore,27,3,4,7,13,Card,16,-$19.70
MyStore,27,3,4,7,13,Card,13,$98.50
MyStore,27,3,4,7,14,Cash,34,-$58.33
MyStore,27,3,4,7,14,Card,14,$274.85
MyStore,27,3,4,7,15,Cash,3,-$79.00
MyStore,27,3,4,7,15,Card,13,$243.75
MyStore,27,3,4,7,16,Cash,24,-$98.73
MyStore,27,3,4,7,16,Card,7,-$40.80
MyStore,27,3,4,7,16,Card,18,$339.50
MyStore,27,3,4,7,17,Cash,7,-$71.33
MyStore,27,3,4,7,17,Card,1,-$20.00
MyStore,27,3,4,7,17,Card,13,$325.50
MyStore,27,3,4,7,18,Card,2,$1.75
MyStore,27,4,5,7,8,Card,1,$1.50
MyStore,27,4,5,7,9,Cash,1,-$18.00
MyStore,27,4,5,7,9,Card,3,$8.50
MyStore,27,4,5,7,10,Cash,21,-$10.11
MyStore,27,4,5,7,10,Card,3,-$38.00
MyStore,27,4,5,7,10,Card,2,$25.00
MyStore,27,4,5,7,11,Cash,5,-$297.00
MyStore,27,4,5,7,11,Card,5,$20.00
MyStore,27,4,5,7,12,Card,9,$116.75
MyStore,27,4,5,7,13,Cash,1,-$669.00
MyStore,27,4,5,7,13,Card,18,$148.74
MyStore,27,4,5,7,14,Card,9,$213.25
MyStore,27,4,5,7,15,Card,28,$84.50
MyStore,27,4,5,7,16,Cash,18,-$113.90
MyStore,27,4,5,7,16,Card,3,$7.50
MyStore,27,4,5,7,17,Cash,3,-$22.00
MyStore,27,4,5,7,17,Card,3,-$8.80
MyStore,27,4,5,7,17,Card,9,$49.00
MyStore,27,5,6,7,8,Card,2,$4.00
MyStore,27,5,6,7,9,Cash,5,-$95.60
MyStore,27,5,6,7,9,Card,1,$4.00
MyStore,27,5,6,7,10,Card,2,-$31.00
MyStore,27,5,6,7,10,Card,8,$68.50
MyStore,27,5,6,7,11,Cash,3,-$13.00
MyStore,27,5,6,7,11,Card,35,-$119.10
MyStore,27,5,6,7,11,Card,26,$189.50
MyStore,27,5,6,7,12,Cash,5,-$76.20
MyStore,27,5,6,7,12,Card,2,$220.00
MyStore,27,5,6,7,13,Cash,10,-$50.81
MyStore,27,5,6,7,13,Card,14,$127.00
MyStore,27,5,6,7,14,Cash,185,-$113.56
MyStore,27,5,6,7,14,Card,2,-$10.60
MyStore,27,5,6,7,14,Card,19,$103.75
MyStore,27,5,6,7,15,Cash,2,-$128.00
MyStore,27,5,6,7,15,Card,8,$46.50
MyStore,27,5,6,7,16,Card,2,-$30.00
MyStore,27,5,6,7,16,Card,6,$55.10
MyStore,27,5,6,7,17,Card,3,$49.00
MyStore,27,5,6,7,18,Card,3,$41.75
MyStore,27,6,7,7,8,Card,2,$2.00
MyStore,27,6,7,7,9,Card,6,$11.49
MyStore,27,6,7,7,10,Cash,9,-$33.10
MyStore,27,6,7,7,10,Card,8,-$62.60
MyStore,27,6,7,7,10,Card,17,$116.78
MyStore,27,6,7,7,11,Card,14,$94.75
MyStore,27,6,7,7,12,Cash,19,-$71.97
MyStore,27,6,7,7,12,Card,1,-$4.00
MyStore,27,6,7,7,12,Card,8,$64.50
MyStore,27,6,7,7,13,Cash,6,-$318.00
MyStore,27,6,7,7,13,Card,140,-$89.56
MyStore,27,6,7,7,13,Card,21,$235.00
MyStore,27,6,7,7,14,Cash,26,-$193.06
MyStore,27,6,7,7,14,Card,1,-$13.00
MyStore,27,6,7,7,14,Card,18,$47.23
MyStore,27,6,7,7,15,Card,15,$87.50
MyStore,27,6,7,7,16,Card,10,$89.99
MyStore,27,6,7,7,17,Cash,3,-$274.00
MyStore,27,6,7,7,17,Card,4,-$220.00
MyStore,27,6,7,7,17,Card,8,$259.00
MyStore,27,7,8,7,9,Card,2,-$50.00
MyStore,27,7,8,7,9,Card,9,$113.75
MyStore,27,7,8,7,10,Cash,6,-$12.61
MyStore,27,7,8,7,10,Card,11,-$47.33
MyStore,27,7,8,7,10,Card,9,$77.00
MyStore,27,7,8,7,11,Cash,15,-$100.02
MyStore,27,7,8,7,11,Card,31,-$12.98
MyStore,27,7,8,7,11,Card,26,$139.00
MyStore,27,7,8,7,12,Cash,5,-$83.40
MyStore,27,7,8,7,12,Card,18,$169.50
MyStore,27,7,8,7,13,Cash,2,-$113.00
MyStore,27,7,8,7,13,Card,16,-$57.50
MyStore,27,7,8,7,13,Card,18,$131.24
MyStore,27,7,8,7,14,Cash,3,-$139.00
MyStore,27,7,8,7,14,Card,7,-$60.00
MyStore,27,7,8,7,14,Card,37,$428.25
MyStore,27,7,8,7,15,Cash,18,-$21.53
MyStore,27,7,8,7,15,Card,10,$210.00
MyStore,27,7,8,7,16,Cash,1,-$63.00
MyStore,27,7,8,7,16,Card,12,$73.75
MyStore,27,7,8,7,17,Card,2,-$4.80
MyStore,27,7,8,7,17,Card,13,$96.50
MyStore,28,1,9,7,9,Cash,13,-$25.00
MyStore,28,1,9,7,9,Card,76,-$237.40
MyStore,28,1,9,7,9,Card,9,$73.75
MyStore,28,1,9,7,10,Card,2,$89.00
MyStore,28,1,9,7,11,Cash,7,-$208.00
MyStore,28,1,9,7,11,Card,128,-$275.62
MyStore,28,1,9,7,11,Card,19,$141.00
MyStore,28,1,9,7,12,Cash,7,-$92.00
MyStore,28,1,9,7,12,Card,1,-$10.00
MyStore,28,1,9,7,12,Card,15,$149.49
MyStore,28,1,9,7,13,Cash,1,-$5.00
MyStore,28,1,9,7,13,Card,11,$51.75
MyStore,28,1,9,7,14,Card,1,-$1.40
MyStore,28,1,9,7,14,Card,10,$38.00
MyStore,28,1,9,7,15,Cash,2,-$21.00
MyStore,28,1,9,7,15,Card,30,-$105.00
MyStore,28,1,9,7,15,Card,6,$7.00
MyStore,28,1,9,7,16,Cash,1,-$19.00
MyStore,28,1,9,7,16,Card,4,$4.00
MyStore,28,1,9,7,17,Cash,2,-$31.00
MyStore,28,2,10,7,8,Card,1,$40.00
MyStore,28,2,10,7,9,Cash,2,-$10.00
MyStore,28,2,10,7,9,Card,1,-$2.00
MyStore,28,2,10,7,9,Card,6,$48.10
MyStore,28,2,10,7,10,Cash,45,-$26.66
MyStore,28,2,10,7,10,Card,57,-$52.50
MyStore,28,2,10,7,10,Card,4,$53.00
MyStore,28,2,10,7,11,Card,13,$262.00
MyStore,28,2,10,7,12,Cash,2,-$15.00
MyStore,28,2,10,7,12,Card,1,-$13.00
MyStore,28,2,10,7,12,Card,29,$208.42
MyStore,28,2,10,7,13,Cash,86,-$33.01
MyStore,28,2,10,7,13,Card,14,$118.00
MyStore,28,2,10,7,14,Card,12,$133.75
MyStore,28,2,10,7,15,Card,1,-$3.00
MyStore,28,2,10,7,15,Card,18,$268.75
MyStore,28,2,10,7,16,Cash,6,-$100.00
MyStore,28,2,10,7,16,Card,1,-$5.00
MyStore,28,2,10,7,16,Card,9,$187.18
MyStore,28,2,10,7,17,Card,5,$23.25
MyStore,28,3,11,7,10,Cash,21,-$25.92
MyStore,28,3,11,7,10,Card,4,$9.00
MyStore,28,3,11,7,11,Cash,4,-$109.00
MyStore,28,3,11,7,11,Card,56,-$190.30
MyStore,28,3,11,7,11,Card,16,$417.75
MyStore,28,3,11,7,12,Cash,1,-$21.00
MyStore,28,3,11,7,12,Card,1,-$18.00
MyStore,28,3,11,7,12,Card,9,$179.50
MyStore,28,3,11,7,13,Cash,8,-$131.01
MyStore,28,3,11,7,13,Card,4,-$0.13
MyStore,28,3,11,7,13,Card,17,$71.50
MyStore,28,3,11,7,14,Cash,3,-$163.00
MyStore,28,3,11,7,14,Card,4,-$3.40
MyStore,28,3,11,7,14,Card,16,$128.25
MyStore,28,3,11,7,15,Cash,1,-$104.00
MyStore,28,3,11,7,15,Card,30,$99.00
MyStore,28,3,11,7,16,Card,9,$99.25
MyStore,28,3,11,7,17,Card,2,$22.00
MyStore,28,4,12,7,8,Card,3,-$28.00
MyStore,28,4,12,7,8,Card,5,$167.49
MyStore,28,4,12,7,9,Cash,7,-$36.90
MyStore,28,4,12,7,9,Card,2,-$82.00
MyStore,28,4,12,7,9,Card,5,$180.10
MyStore,28,4,12,7,10,Cash,4,-$32.01
MyStore,28,4,12,7,10,Card,15,$155.50
MyStore,28,4,12,7,11,Card,10,$96.50
MyStore,28,4,12,7,12,Card,21,-$7.57
MyStore,28,4,12,7,12,Card,16,$99.50
MyStore,28,4,12,7,13,Cash,14,-$21.21
MyStore,28,4,12,7,13,Card,4,$47.50
MyStore,28,4,12,7,14,Cash,15,-$34.94
MyStore,28,4,12,7,14,Card,3,-$19.00
MyStore,28,4,12,7,14,Card,7,$68.50
MyStore,28,4,12,7,15,Cash,2,-$168.00
MyStore,28,4,12,7,15,Card,2,-$0.90
MyStore,28,4,12,7,15,Card,6,$6.00
MyStore,28,4,12,7,16,Cash,28,-$13.78
MyStore,28,4,12,7,16,Card,9,$39.90
MyStore,28,4,12,7,17,Card,14,$433.75
MyStore,28,4,12,7,18,Card,6,$3.00
MyStore,28,5,13,7,8,Card,3,-$26.00
MyStore,28,5,13,7,8,Card,1,$3.00
MyStore,28,5,13,7,9,Cash,4,-$9.00
MyStore,28,5,13,7,9,Card,11,-$10.10
MyStore,28,5,13,7,9,Card,13,$318.00
MyStore,28,5,13,7,10,Cash,2,-$35.00
MyStore,28,5,13,7,10,Card,7,$10.50
MyStore,28,5,13,7,11,Cash,2,-$155.00
MyStore,28,5,13,7,11,Card,9,-$13.91
MyStore,28,5,13,7,11,Card,16,$120.75
MyStore,28,5,13,7,12,Card,43,-$75.19
MyStore,28,5,13,7,12,Card,16,$200.25
MyStore,28,5,13,7,13,Cash,5,-$30.30
MyStore,28,5,13,7,13,Card,10,-$7.91
MyStore,28,5,13,7,13,Card,18,$153.25
MyStore,28,5,13,7,14,Cash,4,-$26.00
MyStore,28,5,13,7,14,Card,13,$94.32
MyStore,28,5,13,7,15,Cash,131,-$64.57
MyStore,28,5,13,7,15,Card,9,$45.00
MyStore,28,5,13,7,16,Cash,3,-$1.01
MyStore,28,5,13,7,16,Card,3,-$3.80
MyStore,28,5,13,7,16,Card,10,$61.49
MyStore,28,5,13,7,17,Card,7,-$32.90
MyStore,28,5,13,7,17,Card,7,$85.00
MyStore,28,5,13,7,18,Card,1,$20.00
MyStore,28,6,14,7,8,Card,3,-$29.00
MyStore,28,6,14,7,8,Card,4,$165.00
MyStore,28,6,14,7,9,Card,9,$30.49
MyStore,28,6,14,7,10,Cash,9,-$59.00
MyStore,28,6,14,7,10,Card,7,$166.85
MyStore,28,6,14,7,11,Cash,5,-$25.00
MyStore,28,6,14,7,11,Card,13,$107.50
MyStore,28,6,14,7,12,Cash,2,-$30.00
MyStore,28,6,14,7,12,Card,12,$247.00
MyStore,28,6,14,7,13,Cash,1,-$113.00
MyStore,28,6,14,7,13,Card,18,$296.50
MyStore,28,6,14,7,14,Cash,1,-$58.00
MyStore,28,6,14,7,14,Card,8,-$7.90
MyStore,28,6,14,7,14,Card,14,$108.50
MyStore,28,6,14,7,15,Cash,1,-$32.00
MyStore,28,6,14,7,15,Card,2,-$12.00
MyStore,28,6,14,7,15,Card,14,$148.75
MyStore,28,6,14,7,16,Cash,3,-$66.00
MyStore,28,6,14,7,16,Card,18,-$9.23
MyStore,28,6,14,7,16,Card,22,$170.15
MyStore,28,6,14,7,17,Cash,1,-$23.00
MyStore,28,6,14,7,17,Card,2,$46.00
MyStore,28,7,15,7,8,Card,4,$7.75
MyStore,28,7,15,7,9,Card,3,$17.00
MyStore,28,7,15,7,10,Cash,1,-$82.00
MyStore,28,7,15,7,10,Card,13,-$48.00
MyStore,28,7,15,7,10,Card,12,$436.25
MyStore,28,7,15,7,11,Cash,1,-$46.00
MyStore,28,7,15,7,11,Card,1,-$0.60
MyStore,28,7,15,7,11,Card,18,$103.75
MyStore,28,7,15,7,12,Card,5,-$10.60
